account_value,datadate,daily_return,Date
1000000.0,20160104,,2016-01-04
999404.0768908205,20160105,-0.0005959231091794415,2016-01-05
996943.7116014916,20160106,-0.002461832352118498,2016-01-06
993537.7170709046,20160107,-0.003416436144740409,2016-01-07
991334.7153338628,20160108,-0.002217330755732716,2016-01-08
991944.7634449222,20160111,0.0006153805587791883,2016-01-11
994778.8517556781,20160112,0.00285710295088748,2016-01-12
983884.8540939664,20160113,-0.010951175371777255,2016-01-13
989882.9830140877,20160114,0.006096372858229282,2016-01-14
977179.3492123677,20160115,-0.012833470238107103,2016-01-15
978261.7071939028,20160119,0.0011076349315073397,2016-01-19
968124.1603653305,20160120,-0.010362816773899275,2016-01-20
971317.8249823371,20160121,0.0032988171845658165,2016-01-21
984310.6295881519,20160122,0.013376470884852942,2016-01-22
970125.8619007057,20160125,-0.014410865087763347,2016-01-25
985592.8017262787,20160126,0.01594323008281595,2016-01-26
973103.2180552788,20160127,-0.012672153904862427,2016-01-27
978678.404271278,20160128,0.005729285560416741,2016-01-28
998646.5525212984,20160129,0.02040317653160928,2016-01-29
997113.4131992648,20160201,-0.0015352171578251195,2016-02-01
978133.0680700581,20160202,-0.019035292152281613,2016-02-02
987353.9450536036,20160203,0.009427016920856346,2016-02-03
995637.5180711916,20160204,0.008389669235725039,2016-02-04
980758.820577422,20160205,-0.014943889943594635,2016-02-05
966868.7122883357,20160208,-0.014162613679995828,2016-02-08
971180.1677479452,20160209,0.004459194309230918,2016-02-09
966172.528362943,20160210,-0.005156241397118233,2016-02-10
959164.4160073216,20160211,-0.007253479218143122,2016-02-11
978620.1297313414,20160212,0.020284023676574003,2016-02-12
989666.2634296231,20160216,0.011287458087863245,2016-02-16
1006499.7291282738,20160217,0.017009234648774907,2016-02-17
1000982.8018948204,20160218,-0.005481300266450662,2016-02-18
1002303.7391283921,20160219,0.0013196402885955472,2016-02-19
1020023.5390567613,20160222,0.01767907195854468,2016-02-22
1013723.230749294,20160223,-0.0061766303092312125,2016-02-23
1020566.8792702531,20160224,0.0067510029496913315,2016-02-24
1033996.875661995,20160225,0.013159349636493012,2016-02-25
1030288.7871052664,20160226,-0.0035861699817560933,2016-02-26
1021380.8825886257,20160229,-0.00864602685007243,2016-02-29
